time,sip,sport,dip,dport,host
2017-11-18 14:58:55,10.64.105.67,3167,106.187.42.247,443,news.dbanotes.net/news
2017-11-18 14:59:27,10.64.105.227,3539,10.63.120.70,443,OA.hightech.com
2017-11-18 14:59:36,10.64.106.10,5366,106.11.47.20,443,www.tudou.com
2017-11-18 14:59:52,10.64.105.104,3660,10.50.50.27,443,jira.hightech.com
2017-11-18 15:00:12,10.64.105.242,3715,10.5.71.60,443,email.hightech.com
2017-11-18 15:00:37,10.64.105.147,3226,10.5.71.60,443,email.hightech.com
2017-11-18 15:00:48,10.64.105.13,2527,10.50.50.26,443,git.hightech.com
2017-11-18 15:02:18,10.64.105.227,4871,54.230.249.98,443,www.sinosky.org
2017-11-18 15:02:35,10.64.105.251,3837,10.63.120.70,443,OA.hightech.com
2017-11-18 15:02:45,10.64.106.38,4633,10.5.71.60,443,email.hightech.com
2017-11-18 15:03:24,10.64.105.242,6389,115.238.190.238,8080,games.sina.com.cn
2017-11-18 15:04:35,10.64.105.99,3691,118.26.21.75,80,kanshu.baidu.com
2017-11-18 15:07:07,10.64.105.227,4082,116.255.189.30,8080,www.fyter.cn/Default.aspx
2017-11-18 15:07:53,10.64.105.161,4019,10.5.71.60,443,email.hightech.com
2017-11-18 15:07:59,10.64.106.34,2820,10.5.71.60,443,email.hightech.com
2017-11-18 15:08:31,10.64.105.227,3793,10.5.71.60,443,email.hightech.com
2017-11-18 15:09:08,10.64.105.151,3416,121.197.2.81,443,www.vckbase.com
2017-11-18 15:09:39,10.64.105.251,2762,115.231.22.28,443,www.suning.com
2017-11-18 15:09:39,10.64.105.227,4610,10.7.133.15,80,
2017-11-18 15:09:50,10.64.105.67,2973,10.5.71.60,443,email.hightech.com
2017-11-18 15:10:30,10.64.106.38,4978,10.5.71.60,443,email.hightech.com
2017-11-18 15:10:35,10.64.106.38,5273,10.5.71.60,443,email.hightech.com
2017-11-18 15:15:27,10.64.105.242,6712,101.201.170.152,80,www.programmer.com.cn
2017-11-18 15:15:28,10.64.106.6,2953,10.5.71.60,443,email.hightech.com
2017-11-18 15:16:05,10.64.106.38,3534,10.5.71.60,443,email.hightech.com
2017-11-18 15:16:31,10.64.105.242,6139,182.61.35.21,80,mp3.baidu.com
2017-11-18 15:16:43,10.64.105.227,3105,10.7.133.15,80,
2017-11-18 15:17:25,10.64.105.245,3832,204.44.107.93,80,www.codeguru.cn
2017-11-18 15:18:27,10.64.105.104,3354,10.50.50.27,443,jira.hightech.com
2017-11-18 15:18:32,10.64.105.104,3868,10.7.133.16,80,
2017-11-18 15:18:51,10.64.106.8,4206,183.134.15.16,8080,v.6.cn
2017-11-18 15:19:23,10.64.106.6,3349,10.5.71.60,443,email.hightech.com
2017-11-18 15:21:23,10.64.105.13,2586,10.50.50.44,57100,
2017-11-18 15:22:32,10.64.105.135,3360,10.5.71.60,443,email.hightech.com
2017-11-18 15:23:11,10.64.105.99,3100,10.50.50.29,443,lib02.hightech.com
2017-11-18 15:23:16,10.64.105.135,2826,115.231.74.62,443,sports.cntv.cn
2017-11-18 15:23:34,10.64.105.151,3242,59.38.101.91,443,www.iqiyi.com
2017-11-18 15:24:58,10.64.105.104,3745,10.50.50.29,443,lib02.hightech.com
2017-11-18 15:27:48,10.64.105.155,3381,10.5.71.60,443,email.hightech.com
2017-11-18 15:30:24,10.64.105.151,3743,10.50.50.26,443,git.hightech.com
2017-11-18 15:30:31,10.64.105.135,3138,10.50.50.27,443,jira.hightech.com
2017-11-18 15:32:38,10.64.105.242,6733,10.50.50.26,443,git.hightech.com
2017-11-18 15:33:30,10.64.105.151,4410,10.50.50.46,80,
2017-11-18 15:34:06,10.64.105.13,2948,10.5.71.60,443,email.hightech.com
2017-11-18 15:34:28,10.64.105.155,3935,10.7.133.15,80,
2017-11-18 15:34:45,10.64.105.67,2852,10.5.71.60,443,email.hightech.com
2017-11-18 15:34:46,10.64.106.10,4789,10.5.71.60,443,email.hightech.com
2017-11-18 15:35:19,10.64.106.32,5348,114.80.130.60,80,sports.sohu.com
2017-11-18 15:35:41,10.64.106.32,4799,122.228.250.89,443,www.hupu.com
2017-11-18 15:35:43,10.64.105.242,5304,10.50.50.49,80,
2017-11-18 15:36:29,10.64.106.6,3264,58.68.226.195,443,rayli.com.cn
2017-11-18 15:36:32,10.64.106.10,5068,106.11.47.20,443,www.tudou.com
2017-11-18 15:36:45,10.64.105.155,4607,10.7.133.15,80,
2017-11-18 15:37:24,10.64.105.155,3554,10.50.50.26,443,git.hightech.com
2017-11-18 15:37:30,10.64.105.99,5278,10.50.50.26,443,git.hightech.com
2017-11-18 15:38:52,10.64.105.99,3608,10.5.71.60,443,email.hightech.com
2017-11-18 15:39:43,10.64.106.10,4834,114.80.223.61,443,video.sina.com.cn
2017-11-18 15:41:11,10.64.106.10,5115,14.215.138.36,80,www.readnovel.com
2017-11-18 15:42:51,10.64.105.155,4514,10.50.50.28,443,lib01.hightech.com
2017-11-18 15:44:39,10.64.105.242,3899,115.238.190.238,443,news.sina.com.cn
2017-11-18 15:44:39,10.64.105.4,4282,106.75.72.56,80,www.lagou.com
2017-11-18 15:45:01,10.64.105.135,3477,10.5.71.60,443,email.hightech.com
2017-11-18 15:45:27,10.64.105.104,3432,220.181.112.244,443,www.baidu.com
2017-11-18 15:46:25,10.64.105.99,4907,218.75.225.192,80,www.douyu.com
2017-11-18 15:46:50,10.64.106.32,4010,180.149.132.3,8080,book.hao123.com
2017-11-18 15:46:57,10.64.105.242,5502,10.50.50.49,80,
2017-11-18 15:48:20,10.64.105.147,3491,10.50.50.27,443,jira.hightech.com
2017-11-18 15:50:01,10.64.105.99,3314,10.50.50.29,443,lib02.hightech.com
2017-11-18 15:51:55,10.64.105.155,5428,101.201.174.210,80,www.iteye.com
2017-11-18 15:53:19,10.64.105.99,3060,10.50.50.28,443,lib01.hightech.com
2017-11-18 15:53:44,10.64.106.8,3751,42.81.4.44,443,www.9ku.com
2017-11-18 15:54:09,10.64.106.34,2667,10.50.50.37,80,
2017-11-18 15:55:10,10.64.105.99,3913,10.5.71.60,443,email.hightech.com
2017-11-18 15:55:38,10.64.105.245,4001,10.5.71.60,443,email.hightech.com
2017-11-18 15:55:47,10.64.105.151,4997,10.50.50.46,80,
2017-11-18 15:56:24,10.64.105.99,5387,10.50.50.27,443,jira.hightech.com
2017-11-18 15:56:57,10.64.105.13,2778,10.5.71.60,443,email.hightech.com
2017-11-18 15:57:09,10.64.105.67,2425,10.50.50.27,443,jira.hightech.com
2017-11-18 15:58:44,10.64.105.242,4148,10.50.50.26,443,git.hightech.com
2017-11-18 15:59:35,10.64.105.147,2792,133.130.98.239,80,coolshell.cn
2017-11-18 15:59:55,10.64.105.99,3411,10.63.120.70,443,OA.hightech.com
2017-11-18 16:01:02,10.64.105.135,4109,10.50.50.29,443,lib02.hightech.com
2017-11-18 16:01:32,10.64.105.104,3341,104.202.166.106,443,www.wypblog.com
2017-11-18 16:01:40,10.64.105.161,4208,10.50.50.40,80,
2017-11-18 16:03:15,10.64.105.99,5206,205.186.156.55,80,www.instantshift.com
2017-11-18 16:04:12,10.64.105.4,3844, 119.147.213.172,80,http://www.job5156.com/
2017-11-18 16:04:14,10.64.105.155,4899,180.96.29.96,443,www.xici.net
2017-11-18 16:04:43,10.64.105.242,5252,10.5.71.60,443,email.hightech.com
2017-11-18 16:06:22,10.64.105.13,3142,10.50.50.27,443,jira.hightech.com
2017-11-18 16:07:05,10.64.105.242,3814,10.5.71.60,443,email.hightech.com
2017-11-18 16:07:20,10.64.106.38,4331,10.5.71.60,443,email.hightech.com
2017-11-18 16:07:39,10.64.105.242,4974,10.50.50.27,443,jira.hightech.com
2017-11-18 16:10:23,10.64.105.227,3981,10.5.71.60,443,email.hightech.com
2017-11-18 16:10:26,10.64.105.242,4431,10.50.50.49,80,
2017-11-18 16:11:15,10.64.105.242,4596,10.50.50.49,80,
2017-11-18 16:12:05,10.64.105.242,6519,47.90.104.180,80,xiaoxia.org
2017-11-18 16:12:08,10.64.105.67,3346,10.50.50.43,60400,
2017-11-18 16:13:03,10.64.105.58,3003,10.7.133.15,56800,
2017-11-18 16:14:30,10.64.105.151,3782,121.197.2.81,443,www.vckbase.com
2017-11-18 16:16:17,10.64.105.99,5552,10.5.71.60,443,email.hightech.com
2017-11-18 16:16:47,10.64.105.99,4315,205.186.156.55,80,www.instantshift.com
2017-11-18 16:19:28,10.64.105.99,4443,10.50.50.40,80,
2017-11-18 16:19:49,10.64.105.67,2482,10.50.50.43,60400,
2017-11-18 16:21:46,10.64.105.251,3687,101.37.113.127,443,www.cnblogs.com
2017-11-18 16:22:43,10.64.105.210,2815,124.74.240.136,8080,www.bankcomm.com
2017-11-18 16:23:12,10.64.105.147,2852,10.50.50.28,443,lib01.hightech.com
2017-11-18 16:23:42,10.64.105.99,4193,10.50.50.40,80,
2017-11-18 16:24:31,10.64.105.4,4512, 120.25.168.68,80,http://www.bole.com.cn/
2017-11-18 16:25:24,10.64.105.242,5351,10.50.50.49,80,
2017-11-18 16:26:30,10.64.105.242,4869,10.50.50.49,80,
2017-11-18 16:27:20,10.64.105.147,3573,10.63.120.70,443,OA.hightech.com
2017-11-18 16:27:22,10.64.105.147,3036,10.63.120.70,443,OA.hightech.com
2017-11-18 16:29:54,10.64.105.67,3444,106.187.42.247,443,news.dbanotes.net/news
2017-11-18 16:30:52,10.64.106.8,4650,10.5.71.60,443,email.hightech.com
2017-11-18 16:31:35,10.64.105.4,4163,61.129.48.158,80,www.51job.com
2017-11-18 16:31:43,10.64.105.227,4676,10.7.133.15,80,
2017-11-18 16:31:55,10.64.105.155,4327,10.7.133.15,80,
2017-11-18 16:32:21,10.64.105.99,4723,10.50.50.29,443,lib02.hightech.com
2017-11-18 16:33:31,10.64.105.58,2987,10.7.133.15,56800,
2017-11-18 16:33:57,10.64.105.151,5267,10.50.50.46,80,
2017-11-18 16:34:46,10.64.105.99,5592,10.5.71.60,443,email.hightech.com
2017-11-18 16:35:13,10.64.105.151,4493,10.63.120.70,443,OA.hightech.com
2017-11-18 16:35:17,10.64.105.227,4465,10.63.120.70,443,OA.hightech.com
2017-11-18 16:38:06,10.64.106.10,3980,106.11.47.20,443,www.tudou.com
2017-11-18 16:38:48,10.64.105.151,3485,10.63.120.70,443,OA.hightech.com
2017-11-18 16:39:15,10.64.106.10,3797,74.86.12.172,8080,www.google.com
2017-11-18 16:39:18,10.64.105.151,4792,10.63.120.70,443,OA.hightech.com
2017-11-18 16:39:38,10.64.105.99,5449,52.73.71.92,443,ioutlier.com
2017-11-18 16:40:29,10.64.105.99,3025,10.50.50.27,443,jira.hightech.com
2017-11-18 16:40:46,10.64.105.4,4345, 120.55.238.210,80,http://www.kanzhun.com/
2017-11-18 16:41:27,10.64.105.227,2853,10.50.50.26,443,git.hightech.com
2017-11-18 16:42:41,10.64.106.6,2902,111.206.81.174,80,www.so.com
2017-11-18 16:46:19,10.64.105.67,3092,151.101.193.63,443,www.wired.com
2017-11-18 16:48:35,10.64.106.6,3162,10.5.71.60,443,email.hightech.com
2017-11-18 16:49:32,10.64.105.147,3075,203.188.200.67,443,www.yahoo.com
2017-11-18 16:49:37,10.64.105.151,5194,59.38.101.91,443,www.iqiyi.com
2017-11-18 16:50:28,10.64.105.219,4350, 119.147.213.172,80,http://www.job5156.com/
2017-11-18 16:51:58,10.64.106.6,2910,183.134.15.16,8080,v.6.cn
2017-11-18 16:51:59,10.64.106.38,3238,10.63.120.70,443,OA.hightech.com
2017-11-18 16:51:59,10.64.106.10,4657,10.5.71.60,443,email.hightech.com
2017-11-18 16:52:43,10.64.106.8,4287,122.228.250.89,443,www.hupu.com
2017-11-18 16:53:02,10.64.106.38,3822,10.5.71.60,443,email.hightech.com
2017-11-18 16:55:03,10.64.105.161,3590,10.50.50.40,80,
2017-11-18 16:55:15,10.64.105.135,3214,10.50.50.41,59500,
2017-11-18 16:57:19,10.64.105.151,2987,101.201.170.152,80,www.programmer.com.cn
2017-11-18 16:58:01,10.64.105.147,3925,216.157.88.21,443,www.edacn.net/bbs/
2017-11-18 16:58:26,10.64.105.104,4153,10.7.133.16,80,
2017-11-18 16:58:26,10.64.105.155,4983,10.5.71.60,443,email.hightech.com
2017-11-18 17:00:19,10.64.106.38,5189,10.5.71.60,443,email.hightech.com
2017-11-18 17:00:32,10.64.106.32,4702,220.181.57.196,8080,v.baidu.com
2017-11-18 17:00:45,10.64.105.99,5288,205.186.156.55,80,www.instantshift.com
2017-11-18 17:01:08,10.64.105.104,3331,10.5.71.60,443,email.hightech.com
2017-11-18 17:03:27,10.64.105.227,4249,10.7.133.15,80,
2017-11-18 17:03:34,10.64.105.227,3446,10.63.120.70,443,OA.hightech.com
2017-11-18 17:04:21,10.64.105.155,3335,10.7.133.15,80,
2017-11-18 17:05:03,10.64.106.38,4540,10.63.120.70,443,OA.hightech.com
2017-11-18 17:06:06,10.64.105.242,6566,10.50.50.49,80,
2017-11-18 17:06:44,10.64.106.6,3526,10.63.120.70,443,OA.hightech.com
2017-11-18 17:07:16,10.64.105.135,2935,216.51.232.63,443,magnatecha.com
2017-11-18 17:09:13,10.64.105.242,5659,58.22.102.7,8080,www.17173.com
2017-11-18 17:09:23,10.64.105.4,4076,106.75.72.56,80,www.lagou.com
2017-11-18 17:09:26,10.64.105.242,6052,10.5.71.60,443,email.hightech.com
2017-11-18 17:09:42,10.64.105.242,3513,115.238.190.238,443,news.sina.com.cn
2017-11-18 17:12:34,10.64.106.38,3480,220.181.112.244,443,www.baidu.com
2017-11-18 17:17:01,10.64.106.38,5433,10.5.71.60,443,email.hightech.com
2017-11-18 17:17:43,10.64.105.58,2766,10.63.120.70,443,OA.hightech.com
2017-11-18 17:18:53,10.64.105.58,3075,10.50.50.28,443,lib01.hightech.com
2017-11-18 17:20:25,10.64.105.155,3726,101.201.174.210,80,www.iteye.com
2017-11-18 17:21:31,10.64.105.104,3546,61.153.96.133,443,www.im286.com
2017-11-18 17:22:43,10.64.105.147,2711,10.5.71.60,443,email.hightech.com
2017-11-18 17:22:44,10.64.106.32,3788,111.206.81.174,80,www.so.com
2017-11-18 17:23:22,10.64.105.135,3900,120.92.74.139,8080,www.diguage.com
2017-11-18 17:23:44,10.64.105.242,6913,10.50.50.28,443,lib01.hightech.com
2017-11-18 17:24:17,10.64.105.155,4553,10.50.50.28,443,lib01.hightech.com
2017-11-18 17:24:47,10.64.106.10,4335,10.5.71.60,443,email.hightech.com
2017-11-18 17:25:39,10.64.106.32,5003,10.63.120.70,443,OA.hightech.com
2017-11-18 17:26:23,10.64.106.38,3632,10.5.71.60,443,email.hightech.com
2017-11-18 17:26:56,10.64.105.13,2661,10.50.50.44,57100,
2017-11-18 17:27:59,10.64.105.99,5538,10.50.50.29,443,lib02.hightech.com
2017-11-18 17:28:43,10.64.106.38,4284,10.5.71.60,443,email.hightech.com
2017-11-18 17:29:21,10.64.106.10,3644,10.63.120.70,443,OA.hightech.com
2017-11-18 17:29:26,10.64.106.8,4110,14.215.138.36,8080,www.qidian.com
2017-11-18 17:29:51,10.64.105.242,6006,10.63.120.70,443,OA.hightech.com
2017-11-18 17:30:05,10.64.105.155,4756,10.7.133.15,80,
2017-11-18 17:30:56,10.64.105.99,4214,205.186.156.55,80,www.instantshift.com
2017-11-18 17:31:15,10.64.105.227,4380,47.90.104.180,80,xiaoxia.org
2017-11-18 17:32:16,10.64.105.147,3305,120.55.239.105,443,www.36kr.com
2017-11-18 17:35:17,10.64.105.99,5135,10.50.50.28,443,lib01.hightech.com
2017-11-18 17:35:45,10.64.105.245,4499,204.44.107.93,80,www.codeguru.cn
2017-11-18 17:37:36,10.64.106.32,4601,114.80.130.60,80,sports.sohu.com
2017-11-18 17:38:45,10.64.105.155,5098,10.5.71.60,443,email.hightech.com
2017-11-18 17:38:50,10.64.105.151,3127,10.50.50.26,443,git.hightech.com
2017-11-18 17:40:38,10.64.105.67,2622,101.37.113.127,80,www.cnblogs.com/h4ckF1y/
2017-11-18 17:40:42,10.64.105.151,3099,10.50.50.46,80,
2017-11-18 17:42:00,10.64.105.104,2951,10.50.50.26,443,git.hightech.com
2017-11-18 17:43:06,10.64.105.251,2751,10.7.133.16,80,
2017-11-18 17:43:15,10.64.105.210,3228,10.50.50.43,80,
2017-11-18 17:44:31,10.64.106.10,5595,10.5.71.60,443,email.hightech.com
2017-11-18 17:44:52,10.64.105.155,4235,10.50.50.27,443,jira.hightech.com
2017-11-18 17:44:58,10.64.106.10,3919,10.63.120.70,443,OA.hightech.com
2017-11-18 17:45:35,10.64.105.227,4427,10.5.71.60,443,email.hightech.com
2017-11-18 17:45:38,10.64.106.6,3095,58.68.226.195,443,rayli.com.cn
2017-11-18 17:45:50,10.64.105.104,4050,10.7.133.16,80,
2017-11-18 17:49:36,10.64.105.219,4154,59.151.5.6,80,www.zhaopin.com
2017-11-18 17:49:54,10.64.105.155,3479,47.95.51.100,8080,www.zhihu.com
2017-11-18 17:50:12,10.64.105.4,4730,117.25.139.136,80,www.yjbys.com
2017-11-18 17:50:22,10.64.105.251,2662,115.231.22.28,443,www.suning.com
2017-11-18 17:50:25,10.64.105.151,3687,10.5.71.60,443,email.hightech.com
2017-11-18 17:50:48,10.64.106.10,3867,115.238.190.238,443,bbs.sina.com.cn
2017-11-18 17:51:55,10.64.106.34,2530,10.50.50.37,80,
2017-11-18 17:52:07,10.64.105.151,4259,10.5.71.60,443,email.hightech.com
2017-11-18 17:54:10,10.64.105.227,3169,10.5.71.60,443,email.hightech.com
2017-11-18 17:54:37,10.64.106.38,3703,220.181.112.244,443,www.baidu.com
2017-11-18 17:55:08,10.64.106.10,5472,10.63.120.70,443,OA.hightech.com
2017-11-18 17:55:42,10.64.106.32,4289,10.63.120.70,443,OA.hightech.com
2017-11-18 17:55:44,10.64.105.242,5059,10.50.50.27,443,jira.hightech.com
2017-11-18 17:55:52,10.64.105.151,4096,10.50.50.46,80,
2017-11-18 17:56:04,10.64.106.10,5542,115.238.190.238,443,bbs.sina.com.cn
2017-11-18 17:57:08,10.64.105.151,3838,202.108.12.40,443,nba.tom.com
2017-11-18 17:57:17,10.64.105.155,3768,47.95.163.175,443,www.csdn.net
2017-11-18 17:58:25,10.64.106.32,4922,122.228.250.89,443,www.hupu.com
2017-11-18 17:59:16,10.64.105.99,4073,10.5.71.60,443,email.hightech.com
2017-11-18 17:59:19,10.64.105.13,3047,116.251.204.42,443,www.ruanyifeng.com/blog/
2017-11-18 17:59:52,10.64.105.155,4844,10.50.50.26,443,git.hightech.com
2017-11-18 18:04:05,10.64.105.155,4429,10.7.133.15,80,
2017-11-18 18:04:56,10.64.105.99,3213,118.26.21.75,80,kanshu.baidu.com
2017-11-18 18:05:12,10.64.106.32,4479,42.81.4.44,443,www.9ku.com
2017-11-18 18:05:26,10.64.106.10,4067,10.63.120.70,443,OA.hightech.com
2017-11-18 18:06:44,10.64.106.38,4378,10.5.71.60,443,email.hightech.com
2017-11-18 18:07:58,10.64.105.99,3512,10.50.50.40,80,
2017-11-18 18:07:58,10.64.106.8,4398,10.63.120.70,443,OA.hightech.com
2017-11-18 18:08:46,10.64.105.13,2384,10.50.50.44,57100,
2017-11-18 18:08:53,10.64.106.34,2587,10.50.50.26,443,git.hightech.com
2017-11-18 18:09:18,10.64.105.251,3478,118.26.21.75,80,kanshu.baidu.com
2017-11-18 18:09:25,10.64.105.99,3000,180.76.141.217,443,fm.baidu.com
2017-11-18 18:09:57,10.64.106.10,5015,114.80.223.61,443,video.sina.com.cn
2017-11-18 18:11:02,10.64.105.147,3425,10.50.50.43,80,
2017-11-18 18:11:31,10.64.105.99,5018,10.5.71.60,443,email.hightech.com
2017-11-18 18:12:41,10.64.106.34,2742,10.50.50.29,443,lib02.hightech.com
2017-11-18 18:14:21,10.64.105.242,4766,10.50.50.27,443,jira.hightech.com
2017-11-18 18:15:32,10.64.106.8,4330,10.63.120.70,443,OA.hightech.com
2017-11-18 18:16:58,10.64.105.147,2810,10.50.50.43,80,
2017-11-18 18:17:49,10.64.105.104,3628,10.5.71.60,443,email.hightech.com
2017-11-18 18:19:50,10.64.105.227,3046,10.5.71.60,443,email.hightech.com
2017-11-18 18:19:52,10.64.105.135,3567,10.50.50.41,59500,
2017-11-18 18:21:56,10.64.106.32,3633,10.5.71.60,443,email.hightech.com
2017-11-18 18:22:45,10.64.106.32,3972,10.63.120.70,443,OA.hightech.com
2017-11-18 18:22:55,10.64.105.4,4208, 202.75.221.22,80,http://www.sunhr.com/
2017-11-18 18:23:04,10.64.106.10,4191,14.215.138.36,80,www.readnovel.com
2017-11-18 18:23:46,10.64.105.99,4607,10.50.50.40,80,
2017-11-18 18:23:59,10.64.105.151,4968,10.50.50.46,80,
2017-11-18 18:24:07,10.64.105.99,3953,118.26.21.75,80,kanshu.baidu.com
2017-11-18 18:24:08,10.64.106.38,3571,220.181.112.244,443,www.baidu.com
2017-11-18 18:24:34,10.64.106.10,4478,106.11.47.20,443,www.tudou.com
2017-11-18 18:25:49,10.64.105.67,3597,122.246.3.111,80,www.baihe.com
2017-11-18 18:26:38,10.64.105.135,3688,10.50.50.41,59500,
2017-11-18 18:28:58,10.64.105.161,4295,10.50.50.28,443,lib01.hightech.com
2017-11-18 18:29:03,10.64.106.32,4237,111.206.81.174,80,www.so.com
2017-11-18 18:29:38,10.64.105.161,3650,10.63.120.70,443,OA.hightech.com
2017-11-18 18:30:48,10.64.106.32,3849,10.5.71.60,443,email.hightech.com
2017-11-18 18:32:51,10.64.105.219,4022,117.25.139.136,80,www.yjbys.com
2017-11-18 18:33:36,10.64.106.10,4361,10.5.71.60,443,email.hightech.com
2017-11-18 18:36:35,10.64.105.104,3149,104.202.166.106,443,www.wypblog.com
2017-11-18 18:36:35,10.64.105.251,3942,120.133.2.242,443,www.renren.com
2017-11-18 18:37:01,10.64.105.104,3279,10.5.71.60,443,email.hightech.com
2017-11-18 18:37:37,10.64.105.161,3758,10.5.71.60,443,email.hightech.com
2017-11-18 18:37:47,10.64.105.251,3258,10.50.50.26,443,git.hightech.com
2017-11-18 18:40:47,10.64.105.13,2624,10.50.50.28,443,lib01.hightech.com
2017-11-18 18:41:07,10.64.105.135,3996,10.63.120.70,443,OA.hightech.com
2017-11-18 18:43:11,10.64.105.242,6823,10.5.71.60,443,email.hightech.com
2017-11-18 18:43:24,10.64.105.242,4335,10.5.71.60,443,email.hightech.com
2017-11-18 18:44:07,10.64.105.242,6970,10.50.50.49,80,
2017-11-18 18:50:04,10.64.105.151,4939,10.50.50.46,80,
2017-11-18 18:52:34,10.64.105.251,2701,10.7.133.16,80,
2017-11-18 18:54:06,10.64.105.135,2736,10.50.50.29,443,lib02.hightech.com
2017-11-18 18:57:07,10.64.105.210,3280,10.5.71.60,443,email.hightech.com
2017-11-18 18:59:49,10.64.105.242,5767,10.50.50.49,80,
2017-11-18 19:00:07,10.64.105.219,4749, 120.25.168.68,80,http://www.bole.com.cn/
2017-11-18 19:03:21,10.64.105.13,2450,10.50.50.44,57100,
2017-11-18 19:05:00,10.64.105.135,3682,10.50.50.29,443,lib02.hightech.com
2017-11-18 19:09:03,10.64.105.245,4151,10.50.50.44,55200,
2017-11-18 19:11:30,10.64.105.210,2942,54.222.60.218,443,www.amazon.cn
2017-11-18 19:13:32,10.64.106.32,4185,10.5.71.60,443,email.hightech.com
2017-11-18 19:15:58,10.64.105.242,6610,10.50.50.49,80,
2017-11-18 19:17:13,10.64.106.8,4566,114.80.130.60,80,sports.sohu.com
2017-11-18 19:17:46,10.64.106.32,5238,111.206.81.174,80,www.so.com
2017-11-18 19:20:42,10.64.106.8,3976,10.5.71.60,443,email.hightech.com
2017-11-18 19:22:21,10.64.105.219,4214,115.159.231.213,80,www.chinahr.com
2017-11-18 19:31:28,10.64.106.32,5078,10.5.71.60,443,email.hightech.com
2017-11-18 19:33:54,10.64.106.8,3605,10.5.71.60,443,email.hightech.com
2017-11-18 19:37:21,10.64.105.251,3218,101.37.113.127,443,www.cnblogs.com
2017-11-18 19:41:42,10.64.105.251,3437,140.205.62.20,80,ai.taobao.com
2017-11-18 19:42:43,10.64.105.210,3389,10.50.50.26,443,git.hightech.com
2017-11-18 19:43:50,10.64.106.8,4424,114.80.130.60,80,sports.sohu.com
2017-11-18 19:47:19,10.64.105.245,3647,10.63.120.70,443,OA.hightech.com
2017-11-18 19:48:12,10.64.105.242,5837,10.5.71.60,443,email.hightech.com
2017-11-18 19:48:44,10.64.105.245,3765,10.50.50.28,443,lib01.hightech.com
2017-11-18 19:57:37,10.64.106.8,4246,122.228.250.89,443,www.hupu.com
2017-11-18 20:03:22,10.64.106.32,3884,10.63.120.70,443,OA.hightech.com
2017-11-18 20:04:51,10.64.106.32,4269,122.228.250.89,443,www.hupu.com
2017-11-18 20:15:33,10.64.105.245,3583,10.5.71.60,443,email.hightech.com
2017-11-18 20:22:37,10.64.105.251,3764,115.231.22.28,443,www.suning.com
2017-11-18 20:42:31,10.64.105.251,2927,10.5.71.60,443,email.hightech.com
2017-11-18 21:08:44,10.64.105.245,4315,10.5.71.60,443,email.hightech.com
2017-11-18 21:14:12,10.64.105.219,4567, 120.55.238.210,80,http://www.kanzhun.com/
2017-11-18 21:22:18,10.64.105.219,4481, 202.75.221.22,80,http://www.sunhr.com/
