stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length
2017-11-12 11:43:09,2017-11-12 11:43:33,http,10.50.50.27,443,10.64.106.27,1666,2784,450528
2017-11-12 11:43:09,2017-11-12 11:43:37,http,10.5.71.60,443,10.64.105.4,2716,168,2882416
2017-11-12 11:43:17,2017-11-12 11:43:42,http,192.0.78.13,8080,10.64.105.64,2492,25187,6615850
2017-11-12 11:43:20,2017-11-12 11:43:39,http,58.22.102.7,443,10.64.105.14,2134,8975,1163327
2017-11-12 11:43:23,2017-11-12 11:44:02,http,111.225.222.134,443,10.64.105.20,3355,12182,412793
2017-11-12 11:43:32,2017-11-12 11:43:45,http,10.5.71.60,443,10.64.106.5,2706,4,4428356
2017-11-12 11:43:33,2017-11-12 11:44:11,http,111.225.222.134,443,10.64.105.20,3357,10567,11732
2017-11-12 11:43:35,2017-11-12 11:44:34,http,10.5.71.60,443,10.64.105.106,2843,1080,77670
2017-11-12 11:43:36,2017-11-12 11:43:48,http,10.50.50.27,443,10.64.106.27,1655,8447,188116
2017-11-12 11:43:39,2017-11-12 11:43:51,http,192.0.78.13,8080,10.64.105.64,2500,27331,105877
2017-11-12 11:44:04,2017-11-12 11:44:48,http,220.181.112.244,443,10.64.106.4,2081,76571,149481
2017-11-12 11:44:05,2017-11-12 11:44:56,http,220.181.112.244,443,10.64.106.4,2118,1241,152714
2017-11-12 11:44:05,2017-11-12 11:44:59,http,192.0.78.13,8080,10.64.105.64,2496,57642,17367
2017-11-12 11:44:10,2017-11-12 11:44:32,http,10.50.50.27,443,10.64.106.27,1721,1430,40547
2017-11-12 11:44:18,2017-11-12 11:45:17,http,10.5.71.60,443,10.64.105.106,2840,11926,579963
2017-11-12 11:44:23,2017-11-12 11:44:59,http,124.74.250.145,443,10.64.106.27,1947,5319,379090
2017-11-12 11:44:24,2017-11-12 11:45:11,http,10.5.71.60,443,10.64.105.106,2800,9529,2021604
2017-11-12 11:44:26,2017-11-12 11:44:33,http,124.74.250.145,443,10.64.106.27,1986,9188,1002233
2017-11-12 11:44:32,2017-11-12 11:44:33,http,220.181.112.244,443,10.64.106.4,2102,2650,5
2017-11-12 11:44:36,2017-11-12 11:44:40,http,220.181.112.244,443,10.64.106.4,2149,16195,1032371
2017-11-12 11:44:49,2017-11-12 11:44:59,postgresql,10.7.133.19,5432,10.64.105.51,2321,326,8222
2017-11-12 11:44:52,2017-11-12 11:45:15,http,192.0.78.13,8080,10.64.105.64,2510,30877,743674
2017-11-12 11:44:53,2017-11-12 11:44:58,http,220.181.112.244,443,10.64.106.4,2119,2362,360576
2017-11-12 11:44:54,2017-11-12 11:44:56,http,192.0.78.13,8080,10.64.105.64,2545,59986,640763
2017-11-12 11:45:03,2017-11-12 11:45:13,tds,10.50.50.34,54238,10.64.105.20,2647,52,4698
2017-11-12 11:45:03,2017-11-12 11:45:13,tds,10.50.50.34,54238,10.64.105.20,2647,210005692,7632
2017-11-12 11:45:07,2017-11-12 11:56:50,smtp,10.5.71.60,25,10.116.216.71,1748,137,315
2017-11-12 11:45:13,2017-11-12 11:45:23,tds,10.50.50.34,54238,10.64.105.20,2647,2383,60002131
2017-11-12 11:45:20,2017-11-12 11:46:19,http,58.22.102.7,443,10.64.105.14,2180,23033,1450011
2017-11-12 11:45:38,2017-11-12 11:45:41,http,10.50.50.28,443,10.64.105.3,1742,565,1923231
2017-11-12 11:45:40,2017-11-12 11:45:54,http,10.50.50.27,443,10.64.106.27,1765,4407,349173
2017-11-12 11:45:45,2017-11-12 11:46:42,http,10.50.50.28,443,10.64.105.3,1777,4621,4113015
2017-11-12 11:45:54,2017-11-12 11:46:20,http,10.50.50.28,443,10.64.105.3,1793,2219,2854304
2017-11-12 11:45:56,2017-11-12 11:45:57,http,124.74.250.145,443,10.64.106.27,2105,3589,2585976
2017-11-12 11:45:57,2017-11-12 11:46:04,http,124.74.250.145,443,10.64.106.27,1991,46444,303628
2017-11-12 11:45:59,2017-11-12 11:46:36,http,10.5.71.60,443,10.64.105.38,1719,26677,5501489
2017-11-12 11:46:04,2017-11-12 11:46:09,http,10.50.50.27,443,10.64.106.27,1761,8884,57489
2017-11-12 11:46:05,2017-11-12 11:46:12,http,10.50.50.28,443,10.64.105.3,1774,14598,1515485
2017-11-12 11:46:06,2017-11-12 11:46:33,http,10.50.50.28,443,10.64.105.3,1772,45535,208706
2017-11-12 11:46:11,2017-11-12 11:46:26,http,220.181.112.244,443,10.64.106.4,2150,46651,4429982
2017-11-12 11:46:11,2017-11-12 11:46:30,http,192.0.78.13,8080,10.64.105.64,2538,63258,500257
2017-11-12 11:46:16,2017-11-12 11:56:29,smtp,10.5.71.60,25,10.116.216.72,1701,145,127
2017-11-12 11:46:20,2017-11-12 12:02:30,smtp,10.5.71.60,25,14.17.32.47,2239,122,297
2017-11-12 11:46:21,2017-11-12 11:46:22,http,10.50.50.27,443,10.64.106.27,1710,64,16490
2017-11-12 11:46:24,2017-11-12 11:46:33,http,10.50.50.28,443,10.64.105.3,1782,66540,2369
2017-11-12 11:46:29,2017-11-12 11:47:10,http,10.50.50.27,443,10.64.106.27,1748,485,7445505
2017-11-12 11:46:39,2017-11-12 11:46:51,http,10.50.50.28,443,10.64.105.3,1829,9376,505088
2017-11-12 11:46:41,2017-11-12 11:46:51,mongodb,10.50.50.26,8005,10.64.105.51,2321,3494,8014
2017-11-12 11:46:48,2017-11-12 11:47:40,http,10.5.71.60,443,10.64.105.38,1735,21091,71412
2017-11-12 11:46:48,2017-11-12 11:46:58,ftp,10.50.50.34,21,10.64.105.64,1903,3424,6966
2017-11-12 11:46:48,2017-11-12 11:46:58,ftp,10.50.50.34,21,10.64.105.64,1903,30009560,6490
2017-11-12 11:46:55,2017-11-12 11:47:53,http,10.50.50.28,443,10.64.105.239,2773,8602,7184722
2017-11-12 11:46:56,2017-11-12 11:47:54,http,10.50.50.28,443,10.64.105.239,2811,44219,285525
2017-11-12 11:46:58,2017-11-12 11:47:08,ftp,10.50.50.34,21,10.64.105.64,1903,5717,60001119
2017-11-12 11:46:58,2017-11-12 11:47:55,http,124.74.250.145,443,10.64.106.27,1994,40072,3237795
2017-11-12 11:47:03,2017-11-12 11:47:16,http,59.188.71.132,8080,10.64.105.106,2303,1114,4952408
2017-11-12 11:47:04,2017-11-12 11:47:24,http,220.181.112.244,443,10.64.106.4,2151,71,29930
2017-11-12 11:47:06,2017-11-12 11:47:34,http,192.0.78.13,8080,10.64.105.64,2516,29201,267057
2017-11-12 11:47:07,2017-11-12 11:47:25,http,124.74.250.145,443,10.64.106.27,2015,1257,808796
2017-11-12 11:47:08,2017-11-12 11:47:18,ftp,10.50.50.34,21,10.64.105.64,1903,2651,60000214
2017-11-12 11:47:12,2017-11-12 11:47:21,http,124.74.250.145,443,10.64.106.27,2042,3108,726843
2017-11-12 11:47:13,2017-11-12 11:47:56,http,124.74.250.145,443,10.64.106.27,2119,454,4332389
2017-11-12 11:47:13,2017-11-12 11:47:16,http,10.50.50.28,443,10.64.105.239,2813,3442,270039
2017-11-12 11:47:21,2017-11-12 12:01:48,smtp,10.5.71.60,25,163.177.72.176,2233,103,214
2017-11-12 11:47:24,2017-11-12 11:47:27,http,192.0.78.13,8080,10.64.105.64,2584,10973,510563
2017-11-12 11:47:28,2017-11-12 11:47:49,http,10.5.71.60,443,10.64.105.38,1740,46828,1830435
2017-11-12 11:47:28,2017-11-12 12:06:24,smtp,10.5.71.60,25,10.64.105.205,2323,125,115
2017-11-12 11:47:35,2017-11-12 11:47:58,http,59.188.71.132,8080,10.64.105.106,2315,6181,14540
2017-11-12 11:47:39,2017-11-12 11:48:00,http,10.50.50.28,443,10.64.105.239,2810,57008,1788189
2017-11-12 11:47:40,2017-11-12 11:48:32,http,59.188.71.132,8080,10.64.105.106,2319,50180,1136858
2017-11-12 11:47:46,2017-11-12 11:48:43,http,10.50.50.28,443,10.64.105.239,2776,27726,5459736
2017-11-12 11:47:50,2017-11-12 11:48:13,http,10.50.50.28,443,10.64.105.3,1786,68786,915234
2017-11-12 11:48:00,2017-11-12 11:48:27,http,59.188.71.132,8080,10.64.105.106,2358,35555,175324
2017-11-12 11:48:05,2017-11-12 11:48:23,http,124.74.250.145,443,10.64.106.27,2083,6327,30191
2017-11-12 11:48:06,2017-11-12 11:48:34,http,10.50.50.28,443,10.64.105.239,2821,4022,1166171
2017-11-12 11:48:08,2017-11-12 11:48:57,http,124.74.250.145,443,10.64.106.27,2064,671,1086167
2017-11-12 11:48:37,2017-11-12 11:49:35,http,10.50.50.29,443,10.64.105.4,2610,5046,141378
2017-11-12 11:48:53,2017-11-12 12:05:27,smtp,10.5.71.60,25,10.116.216.71,2467,131,274
2017-11-12 11:48:53,2017-11-12 12:06:17,smtp,10.5.71.60,25,10.116.216.71,2355,183,342
2017-11-12 11:48:55,2017-11-12 11:49:29,http,10.50.50.29,443,10.64.105.4,2624,4015,161848
2017-11-12 11:48:58,2017-11-12 11:49:25,http,59.188.71.132,8080,10.64.105.106,2371,30686,97009
2017-11-12 11:49:00,2017-11-12 11:49:06,http,118.244.232.146,443,10.64.105.146,2233,14552,5404550
2017-11-12 11:49:12,2017-11-12 11:49:38,http,10.50.50.29,443,10.64.105.4,2661,31217,175776
2017-11-12 11:49:16,2017-11-12 11:49:30,http,10.50.50.27,443,10.64.105.51,2332,47503,1698456
2017-11-12 11:49:18,2017-11-12 11:49:47,http,59.188.71.132,8080,10.64.105.106,2378,161,533651
2017-11-12 11:49:28,2017-11-12 11:49:32,http,10.50.50.27,443,10.64.106.27,1768,1301,2703246
2017-11-12 11:49:32,2017-11-12 11:50:06,http,10.50.50.27,443,10.64.105.51,2365,816,4595760
2017-11-12 11:49:32,2017-11-12 11:50:00,http,10.50.50.29,443,10.64.105.4,2662,1200,239337
2017-11-12 11:49:51,2017-11-12 11:50:21,http,10.50.50.27,443,10.64.105.51,2374,71409,584952
2017-11-12 11:49:54,2017-11-12 11:49:55,http, 115.182.7.241,80,10.64.105.219,4501,591,7724
2017-11-12 11:49:58,2017-11-12 11:50:31,http,10.5.71.60,443,10.64.105.64,2640,13054,136146
2017-11-12 11:50:09,2017-11-12 11:51:00,http,10.50.50.29,443,10.64.105.4,2640,42659,630
2017-11-12 11:50:09,2017-11-12 11:50:18,http,10.50.50.28,443,10.64.105.3,1802,4414,1487368
2017-11-12 11:50:31,2017-11-12 11:50:59,http,10.50.50.26,443,10.64.105.51,2756,2307,2534104
2017-11-12 11:50:45,2017-11-12 11:51:41,http,10.5.71.60,443,10.64.105.64,2665,16738,35198
2017-11-12 11:50:53,2017-11-12 11:51:08,http,10.50.50.27,443,10.64.105.51,2402,1036,237928
2017-11-12 11:50:53,2017-11-12 11:51:02,http,10.5.71.60,443,10.64.105.64,2652,475,3739879
2017-11-12 11:50:55,2017-11-12 11:51:15,http,10.50.50.27,443,10.64.105.51,2394,67,464415
2017-11-12 11:50:58,2017-11-12 11:51:42,http,10.50.50.29,443,10.64.105.4,2672,2513,198183
2017-11-12 11:51:06,2017-11-12 11:51:27,http,10.50.50.27,443,10.64.105.51,2369,4349,344873
2017-11-12 11:51:09,2017-11-12 11:51:19,ssh,10.50.50.26,22,10.64.105.180,2145,2386,9454
2017-11-12 11:51:13,2017-11-12 11:51:33,http,10.50.50.28,443,10.64.105.239,2818,2,345493
2017-11-12 11:51:16,2017-11-12 11:52:05,http,10.50.50.26,443,10.64.105.51,2763,40927,366
2017-11-12 11:51:27,2017-11-12 11:52:09,http,10.50.50.29,443,10.64.105.4,2645,9408,5817190
2017-11-12 11:51:44,2017-11-12 11:51:54,mongodb,10.50.50.29,8005,10.64.106.27,1630,180002664,406
2017-11-12 11:51:44,2017-11-12 11:51:54,mongodb,10.50.50.29,8005,10.64.106.27,1630,2824,5036
2017-11-12 11:51:54,2017-11-12 11:52:04,ssh,219.216.128.25,22,10.50.50.29,5213,40003665,2503
2017-11-12 11:52:04,2017-11-12 11:52:28,http,10.50.50.26,443,10.64.105.51,2779,765,430832
2017-11-12 11:52:04,2017-11-12 11:52:14,mongodb,10.50.50.29,8005,10.64.106.27,1630,120004684,3730
2017-11-12 11:52:39,2017-11-12 11:52:41,http,59.188.71.132,8080,10.64.105.106,2392,73654,2425217
2017-11-12 11:52:39,2017-11-12 12:02:43,smtp,10.5.71.60,25,10.116.216.71,1906,120,239
2017-11-12 11:53:37,2017-11-12 11:53:47,sftp,10.50.50.26,22,10.64.105.51,2321,120006198,4496
2017-11-12 11:53:50,2017-11-12 11:54:29,http,10.5.71.60,443,10.64.106.27,1862,10,1374760
2017-11-12 11:53:52,2017-11-12 12:04:37,smtp,10.5.71.60,25,10.116.216.71,2277,197,387
2017-11-12 11:54:05,2017-11-12 12:06:21,smtp,10.5.71.60,25,10.64.106.32,1781,145,115
2017-11-12 11:54:19,2017-11-12 11:54:42,http,10.50.50.40,80,10.64.105.64,2702,842,14713
2017-11-12 11:54:41,2017-11-12 11:54:49,http,10.50.50.40,80,10.64.105.64,2750,27441,33893
2017-11-12 11:54:43,2017-11-12 11:54:55,http,180.97.34.146,80,10.64.106.10,2243,5495,238159
2017-11-12 11:54:47,2017-11-12 11:55:35,http,180.97.34.146,80,10.64.106.10,2279,1411,5089618
2017-11-12 11:54:55,2017-11-12 11:54:56,http,10.50.50.40,80,10.64.105.64,2749,679,3244
2017-11-12 11:55:07,2017-11-12 11:55:52,http,10.50.50.40,80,10.64.105.64,2709,7353,931963
2017-11-12 11:55:14,2017-11-12 11:55:42,http,180.97.34.146,80,10.64.106.10,2278,34360,282179
2017-11-12 11:55:19,2017-11-12 11:55:33,http,180.97.34.146,80,10.64.106.10,2293,26850,1221430
2017-11-12 11:55:24,2017-11-12 11:55:59,http,10.50.50.29,443,10.64.106.27,1795,1329,2100259
2017-11-12 11:55:28,2017-11-12 11:56:16,http,180.97.34.146,80,10.64.106.10,2248,743,1909814
2017-11-12 11:55:32,2017-11-12 11:55:44,http,10.63.120.70,443,10.64.106.10,2393,836,3194197
2017-11-12 11:55:44,2017-11-12 11:55:45,http,119.39.120.19,443,10.64.106.5,2362,1138,34481
2017-11-12 11:55:45,2017-11-12 11:56:08,http,10.63.120.70,443,10.64.106.10,2420,223,3130596
2017-11-12 11:55:47,2017-11-12 11:56:26,http,119.39.120.19,443,10.64.106.5,2367,4809,1571720
2017-11-12 11:55:48,2017-11-12 12:11:37,smtp,10.5.71.60,25,10.64.106.32,1748,101,264
2017-11-12 11:55:54,2017-11-12 11:56:53,http,10.50.50.26,443,10.64.105.239,2850,18308,565081
2017-11-12 11:55:55,2017-11-12 11:56:01,http,10.63.120.70,443,10.64.106.10,2506,7109,3638259
2017-11-12 11:55:56,2017-11-12 12:15:32,smtp,10.5.71.60,25,10.64.106.13,2454,180,338
2017-11-12 11:56:02,2017-11-12 11:56:25,http,10.50.50.29,443,10.64.106.27,1834,85300,303365
2017-11-12 11:56:02,2017-11-12 11:56:24,http,10.63.120.70,443,10.64.106.10,2463,997,1435
2017-11-12 11:56:09,2017-11-12 11:57:06,http,10.50.50.40,80,10.64.105.64,2719,1631,238282
2017-11-12 11:56:09,2017-11-12 11:56:51,http,10.50.50.40,80,10.64.105.64,2726,167,80169
2017-11-12 11:56:15,2017-11-12 11:56:21,http,10.50.50.29,443,10.64.106.27,1801,708,3009485
2017-11-12 11:56:28,2017-11-12 11:57:12,http,10.63.120.70,443,10.64.106.10,2413,15085,106834
2017-11-12 11:56:29,2017-11-12 11:56:33,http,180.97.34.146,80,10.64.106.10,2261,1323,502017
2017-11-12 11:56:43,2017-11-12 11:56:53,ssh,10.50.50.29,22,10.64.105.180,2145,7006,90001423
2017-11-12 11:56:48,2017-11-12 11:57:33,http,220.181.112.244,443,10.64.106.4,1840,31148,20303
2017-11-12 11:56:51,2017-11-12 11:57:04,http,119.39.120.19,443,10.64.106.5,2390,12886,3960797
2017-11-12 11:56:53,2017-11-12 11:57:03,ssh,10.50.50.29,22,10.64.105.180,2145,5575,120003324
2017-11-12 11:56:56,2017-11-12 11:57:01,http,10.50.50.26,443,10.64.105.14,2213,14439,3578446
2017-11-12 11:57:03,2017-11-12 11:57:13,ssh,104.76.16.208,22,10.50.50.29,5834,120003501,5544
2017-11-12 11:57:08,2017-11-12 11:57:27,http,10.50.50.26,443,10.64.105.14,2231,1003,3177193
2017-11-12 11:57:08,2017-11-12 11:57:21,http,220.181.112.244,443,10.64.106.4,1865,23,1872292
2017-11-12 11:57:08,2017-11-12 11:57:11,http,10.50.50.29,443,10.64.106.27,1809,1132,103544
2017-11-12 11:57:13,2017-11-12 11:57:23,ssh,10.50.50.29,22,10.64.105.180,2145,547,180008728
2017-11-12 11:57:13,2017-11-12 11:57:18,http,10.63.120.70,443,10.64.106.10,2448,308,3762706
2017-11-12 11:57:16,2017-11-12 11:57:29,http,10.50.50.28,443,10.64.105.239,2431,3588,3893991
2017-11-12 11:57:18,2017-11-12 11:57:24,http,101.227.176.45,443,10.64.106.6,1848,25904,1425031
2017-11-12 11:57:22,2017-11-12 11:58:01,http,10.50.50.26,443,10.64.105.14,2252,3943,772
2017-11-12 11:57:28,2017-11-12 11:58:07,http,101.227.176.45,443,10.64.106.6,1853,2517,1528183
2017-11-12 11:57:33,2017-11-12 12:14:43,smtp,10.5.71.60,25,10.116.216.71,1916,175,152
2017-11-12 11:57:37,2017-11-12 11:58:00,http,119.39.120.19,443,10.64.106.5,2383,20147,102612
2017-11-12 11:57:40,2017-11-12 11:57:50,http,10.50.50.40,80,10.64.105.64,2738,5957,2959
2017-11-12 11:57:41,2017-11-12 11:57:43,http,180.97.34.146,80,10.64.106.10,2296,37845,1337762
2017-11-12 11:57:44,2017-11-12 11:57:56,http,10.50.50.26,443,10.64.105.14,2220,17185,2956208
2017-11-12 11:57:56,2017-11-12 11:58:32,http,180.97.34.146,80,10.64.106.10,2291,7617,2724952
2017-11-12 11:58:01,2017-11-12 11:58:08,http,10.63.120.70,443,10.64.105.122,2158,21892,12488
2017-11-12 11:58:03,2017-11-12 11:58:23,http,10.50.50.26,443,10.64.105.14,2226,1449,3350335
2017-11-12 11:58:03,2017-11-12 11:58:51,http,101.227.176.45,443,10.64.106.6,1856,98040,2596572
2017-11-12 11:58:04,2017-11-12 11:58:20,http,10.63.120.70,443,10.64.105.122,2232,978,552285
2017-11-12 11:58:08,2017-11-12 11:58:51,http,10.63.120.70,443,10.64.105.122,2214,13,5330168
2017-11-12 11:58:10,2017-11-12 11:58:39,http,10.50.50.29,443,10.64.106.27,1818,5661,3790000
2017-11-12 11:58:15,2017-11-12 11:59:05,http,10.50.50.28,443,10.64.105.239,2434,702,405748
2017-11-12 11:58:21,2017-11-12 11:58:26,http,10.63.120.70,443,10.64.105.122,2174,32121,4199340
2017-11-12 11:58:31,2017-11-12 11:59:05,http,10.50.50.26,443,10.64.105.14,2232,16978,2275512
2017-11-12 11:58:38,2017-11-12 11:59:27,http,203.188.200.67,443,10.64.106.13,2633,9927,3930695
2017-11-12 11:58:44,2017-11-12 11:59:25,http,10.63.120.70,443,10.64.105.122,2189,17816,1149261
2017-11-12 11:58:50,2017-11-12 11:59:06,http,203.188.200.67,443,10.64.106.13,2671,91129,3353848
2017-11-12 11:58:55,2017-11-12 11:58:59,http,203.188.200.67,443,10.64.106.13,2649,265,2974471
2017-11-12 11:59:09,2017-11-12 11:59:45,http,10.63.120.70,443,10.64.105.122,2191,1000,957140
2017-11-12 11:59:09,2017-11-12 12:00:06,http,10.5.71.60,443,10.64.106.32,2093,1480,34317
2017-11-12 11:59:11,2017-11-12 12:00:07,http,10.50.50.28,443,10.64.105.239,2439,26934,1025318
2017-11-12 11:59:12,2017-11-12 11:59:25,http,10.50.50.28,443,10.64.105.239,2447,18964,256881
2017-11-12 11:59:16,2017-11-12 11:59:53,http,10.50.50.40,80,10.64.105.64,2746,30427,4373902
2017-11-12 11:59:18,2017-11-12 11:59:41,http,10.63.120.70,443,10.64.106.10,2495,6,19184
2017-11-12 11:59:23,2017-11-12 11:59:55,http,101.227.176.45,443,10.64.106.6,1858,5367,29124
2017-11-12 11:59:30,2017-11-12 11:59:40,mysql,10.50.50.41,4443,10.64.105.146,1799,3060,191
2017-11-12 11:59:30,2017-11-12 12:00:16,http,10.50.50.49,80,10.64.105.3,2064,57697,7776
2017-11-12 11:59:31,2017-11-12 11:59:57,http,10.63.120.70,443,10.64.105.122,2193,359,2395172
2017-11-12 11:59:40,2017-11-12 11:59:50,sftp,10.50.50.29,22,10.64.105.64,1903,3604,4242
2017-11-12 11:59:40,2017-11-12 11:59:50,ssh,219.216.128.25,22,10.50.50.29,5355,4191,80002296
2017-11-12 11:59:46,2017-11-12 12:00:22,http,10.63.120.70,443,10.64.106.10,2496,821,1554301
2017-11-12 11:59:46,2017-11-12 11:59:53,http,203.188.200.67,443,10.64.106.13,2666,27666,26930
2017-11-12 11:59:48,2017-11-12 11:59:58,mysql,10.50.50.28,4443,10.64.105.38,1690,2674,9078
2017-11-12 11:59:48,2017-11-12 11:59:51,http,10.50.50.49,80,10.64.105.3,2107,66284,695201
2017-11-12 11:59:50,2017-11-12 12:00:00,sftp,10.50.50.29,22,10.64.105.64,1903,240007362,1320
2017-11-12 12:00:00,2017-11-12 12:00:10,sftp,10.50.50.29,22,10.64.105.64,1903,180009308,4824
2017-11-12 12:00:04,2017-11-12 12:00:53,http,10.50.50.49,80,10.64.105.3,2087,717,13159
2017-11-12 12:00:07,2017-11-12 12:00:23,http,10.50.50.29,443,10.64.106.27,1841,5338,1789925
2017-11-12 12:00:10,2017-11-12 12:00:20,sftp,10.50.50.29,22,10.64.105.64,1903,60000891,7029
2017-11-12 12:00:17,2017-11-12 12:00:53,http,10.63.120.70,443,10.64.106.10,2467,2145,153205
2017-11-12 12:00:18,2017-11-12 12:00:27,http,203.188.200.67,443,10.64.106.13,2687,49799,600410
2017-11-12 12:00:31,2017-11-12 12:00:31,http,10.63.120.70,443,10.64.105.122,2204,224,110270
2017-11-12 12:00:35,2017-11-12 12:01:28,http,10.50.50.49,80,10.64.105.3,2096,11021,2128
2017-11-12 12:01:04,2017-11-12 12:01:11,http, 115.182.7.241,80,10.64.105.219,3827,3296,5898
2017-11-12 12:01:09,2017-11-12 12:01:09,http,101.227.176.45,443,10.64.106.6,1859,20874,6352480
2017-11-12 12:01:17,2017-11-12 12:01:27,mysql,10.50.50.47,4443,10.64.105.4,2267,3641,5469
2017-11-12 12:01:17,2017-11-12 12:01:27,mysql,10.50.50.47,4443,10.64.105.4,2267,967,30007140
2017-11-12 12:01:37,2017-11-12 12:02:00,http,10.50.50.26,443,10.64.105.106,2626,1090,124253
2017-11-12 12:01:43,2017-11-12 12:02:30,http,10.50.50.26,443,10.64.105.106,2685,8124,1477535
2017-11-12 12:01:54,2017-11-12 12:02:08,http,198.13.106.136,443,10.64.105.4,2271,4806,1645183
2017-11-12 12:02:03,2017-11-12 12:13:05,smtp,10.5.71.60,25,222.185.184.72,49367,151,234
2017-11-12 12:02:04,2017-11-12 12:02:17,http,10.50.50.26,443,10.64.105.106,2645,16025,4688105
2017-11-12 12:02:04,2017-11-12 12:02:34,http,10.50.50.26,443,10.64.105.106,2643,586,624766
2017-11-12 12:02:12,2017-11-12 12:02:18,http,10.50.50.26,443,10.64.105.106,2657,1353,1132778
2017-11-12 12:02:16,2017-11-12 12:03:06,http,198.13.106.136,443,10.64.105.4,2313,37154,1165604
2017-11-12 12:02:32,2017-11-12 12:03:29,http,10.50.50.34,80,10.64.105.51,2423,8178,2415789
2017-11-12 12:02:34,2017-11-12 12:03:08,http,198.13.106.136,443,10.64.105.4,2332,1610,676518
2017-11-12 12:02:41,2017-11-12 12:03:28,http,10.50.50.40,80,10.64.105.64,2338,29788,13721
2017-11-12 12:03:01,2017-11-12 12:03:15,http,10.63.120.70,443,10.64.105.122,2230,1290,530334
2017-11-12 12:03:05,2017-11-12 12:03:33,http,10.50.50.34,80,10.64.105.51,2488,9316,78000
2017-11-12 12:03:15,2017-11-12 12:03:56,http,220.181.112.244,443,10.64.106.4,1695,8830,2586955
2017-11-12 12:03:18,2017-11-12 12:03:21,http,10.50.50.34,80,10.64.105.51,2457,52695,2729347
2017-11-12 12:03:18,2017-11-12 12:03:18,http,10.50.50.34,80,10.64.105.51,2447,5,83862
2017-11-12 12:03:26,2017-11-12 12:03:51,http,10.50.50.40,80,10.64.105.64,2344,103,2688362
2017-11-12 12:03:28,2017-11-12 12:03:30,http,220.181.112.244,443,10.64.106.4,1716,84,4572839
2017-11-12 12:03:38,2017-11-12 12:04:05,http,10.50.50.40,80,10.64.105.64,2420,268,107793
2017-11-12 12:03:41,2017-11-12 12:03:41,http,220.181.112.244,443,10.64.106.4,1734,4189,1237263
2017-11-12 12:03:43,2017-11-12 12:23:08,smtp,10.5.71.60,25,10.116.216.71,2322,178,203
2017-11-12 12:03:44,2017-11-12 12:04:11,http,10.50.50.34,80,10.64.105.51,2453,13036,8070212
2017-11-12 12:03:45,2017-11-12 12:04:02,http,10.50.50.43,80,10.64.105.4,3147,7518,345209
2017-11-12 12:03:45,2017-11-12 12:04:35,http,10.5.71.60,443,10.64.105.64,1942,10434,75577
2017-11-12 12:03:47,2017-11-12 12:04:28,http,10.50.50.26,443,10.64.105.106,2698,1298,824998
2017-11-12 12:03:48,2017-11-12 12:04:30,http,10.50.50.34,80,10.64.105.51,2451,474,1605682
2017-11-12 12:03:56,2017-11-12 12:03:59,http,10.5.71.60,443,10.64.105.64,1990,12310,4643856
2017-11-12 12:04:03,2017-11-12 12:04:04,http,10.5.71.60,443,10.64.105.64,1960,239,3590
2017-11-12 12:04:13,2017-11-12 12:04:51,http,10.5.71.60,443,10.64.105.64,1949,32552,3047296
2017-11-12 12:04:14,2017-11-12 12:05:03,http,220.181.112.244,443,10.64.106.4,1737,9266,1249065
2017-11-12 12:04:17,2017-11-12 12:04:58,http,198.13.106.136,443,10.64.105.4,2371,811,817987
2017-11-12 12:04:23,2017-11-12 12:05:21,http,10.5.71.60,443,10.64.106.10,2187,1444,3306972
2017-11-12 12:04:23,2017-11-12 12:05:00,http,10.50.50.34,80,10.64.105.51,2500,15389,774911
2017-11-12 12:04:28,2017-11-12 12:04:39,http,10.5.71.60,443,10.64.106.10,2239,3842,199125
2017-11-12 12:04:29,2017-11-12 12:05:00,http,10.50.50.40,80,10.64.105.64,2357,4948,7010075
2017-11-12 12:04:32,2017-11-12 12:04:51,http,10.5.71.60,443,10.64.105.38,1805,906,43662
2017-11-12 12:04:33,2017-11-12 12:04:40,http,10.5.71.60,443,10.64.106.13,3132,5566,5160285
2017-11-12 12:04:35,2017-11-12 12:05:31,http,10.50.50.40,80,10.64.105.64,2393,18198,6156678
2017-11-12 12:04:38,2017-11-12 12:04:48,ftp,10.50.50.26,21,10.64.105.180,2145,2411,173
2017-11-12 12:04:41,2017-11-12 12:05:08,http,10.50.50.26,443,10.64.105.106,2673,26555,63917
2017-11-12 12:04:44,2017-11-12 12:05:21,http,10.50.50.34,80,10.64.105.51,2455,11111,4705672
2017-11-12 12:04:45,2017-11-12 12:05:00,http,119.39.120.19,443,10.64.106.5,2903,53442,2878429
2017-11-12 12:04:48,2017-11-12 12:04:50,http,220.181.112.244,443,10.64.106.4,1733,6998,750215
2017-11-12 12:04:48,2017-11-12 12:05:04,http,198.13.106.136,443,10.64.105.4,2360,10508,902940
2017-11-12 12:04:51,2017-11-12 12:05:24,http,10.5.71.60,443,10.64.106.13,3152,7745,24082
2017-11-12 12:04:56,2017-11-12 12:05:15,http,10.5.71.60,443,10.64.105.38,1817,5798,1237548
2017-11-12 12:05:03,2017-11-12 12:05:39,http,10.50.50.26,443,10.64.105.106,2706,42705,1204169
2017-11-12 12:05:15,2017-11-12 12:05:34,http,119.39.120.19,443,10.64.106.5,2937,24224,25
